year,state,fairness_measure,demographic_category,demographic_group,value_type,value,coalesced_n
2004,GA,Conditional Statistical Parity - Small,race,Asian,difference,-0.00607681772836567,15152
2004,GA,Conditional Statistical Parity - Small,race,Black,difference,0.14038847912618038,146349
2004,GA,Conditional Statistical Parity - Small,sex,Female,difference,0.02531299963973861,174015
2004,GA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05761577180853286,16914
2004,HI,Conditional Statistical Parity - Small,race,Asian,difference,-0.00262368217422783,25370
2004,HI,Conditional Statistical Parity - Small,race,Black,difference,0.04466289900413588,832
2004,HI,Conditional Statistical Parity - Small,sex,Female,difference,0.01198465604341432,14781
2004,HI,Conditional Statistical Parity - Small,race,Hispanic,difference,0.02643731082779375,1004
2004,IA,Conditional Statistical Parity - Small,race,Asian,difference,0.02386819369565445,1652
2004,IA,Conditional Statistical Parity - Small,race,Black,difference,0.1280598801729551,2518
2004,IA,Conditional Statistical Parity - Small,sex,Female,difference,0.02851374187674546,38339
2004,IA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05816258655057212,2800
2004,ID,Conditional Statistical Parity - Small,race,Asian,difference,-0.02527992804517822,885
2004,ID,Conditional Statistical Parity - Small,race,Black,difference,0.08529174674915468,378
2004,ID,Conditional Statistical Parity - Small,sex,Female,difference,0.01635064146091051,21719
2004,ID,Conditional Statistical Parity - Small,race,Hispanic,difference,0.087856092297455,3336
2004,IL,Conditional Statistical Parity - Small,race,Asian,difference,-0.00794770685544729,37120
2004,IL,Conditional Statistical Parity - Small,race,Black,difference,0.15082187973990965,108591
2004,IL,Conditional Statistical Parity - Small,sex,Female,difference,0.02118490565620535,227658
2004,IL,Conditional Statistical Parity - Small,race,Hispanic,difference,0.04834741277420896,76998
2004,IN,Conditional Statistical Parity - Small,race,Asian,difference,-0.02657451668286315,3832
2004,IN,Conditional Statistical Parity - Small,race,Black,difference,0.13871727521865346,28012
2004,IN,Conditional Statistical Parity - Small,sex,Female,difference,0.03097892649156787,102525
2004,IN,Conditional Statistical Parity - Small,race,Hispanic,difference,0.06650775967646552,9516
2004,KS,Conditional Statistical Parity - Small,race,Asian,difference,0.01570830997724335,2562
2004,KS,Conditional Statistical Parity - Small,race,Black,difference,0.1390304868149038,7139
2004,KS,Conditional Statistical Parity - Small,sex,Female,difference,0.02708236635245852,36725
2004,KS,Conditional Statistical Parity - Small,race,Hispanic,difference,0.03913553628586856,5641
2004,KY,Conditional Statistical Parity - Small,race,Asian,difference,-0.00127264700453317,1685
2004,KY,Conditional Statistical Parity - Small,race,Black,difference,0.08560717868765448,12620
2004,KY,Conditional Statistical Parity - Small,sex,Female,difference,0.03540610664141672,57387
2004,KY,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0747910411742272,2051
2004,LA,Conditional Statistical Parity - Small,race,Asian,difference,0.02528902677860422,2904
2004,LA,Conditional Statistical Parity - Small,race,Black,difference,0.15795952954569953,56395
2004,LA,Conditional Statistical Parity - Small,sex,Female,difference,0.04226543150069165,66701
2004,LA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.02237387518054964,4238
2004,MA,Conditional Statistical Parity - Small,race,Asian,difference,0.00632506598958765,14003
2004,MA,Conditional Statistical Parity - Small,race,Black,difference,0.11393851702289984,20866
2004,MA,Conditional Statistical Parity - Small,sex,Female,difference,0.00804267836705466,105542
2004,MA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.09863266642308828,15780
2004,MD,Conditional Statistical Parity - Small,race,Asian,difference,0.02368090884550826,19518
2004,MD,Conditional Statistical Parity - Small,race,Black,difference,0.1151298209447465,113133
2004,MD,Conditional Statistical Parity - Small,sex,Female,difference,0.02049529715212749,135981
2004,MD,Conditional Statistical Parity - Small,race,Hispanic,difference,0.04196727514425529,16507
2004,ME,Conditional Statistical Parity - Small,race,Asian,difference,-0.0010145425237669,472
2004,ME,Conditional Statistical Parity - Small,race,Black,difference,0.05186095982930475,392
2004,ME,Conditional Statistical Parity - Small,sex,Female,difference,0.00962345616928885,20835
2004,ME,Conditional Statistical Parity - Small,race,Hispanic,difference,0.03430388104034967,465
2004,MI,Conditional Statistical Parity - Small,race,Asian,difference,-0.03232670553232755,13686
2004,MI,Conditional Statistical Parity - Small,race,Black,difference,0.13906507959472122,98180
2004,MI,Conditional Statistical Parity - Small,sex,Female,difference,0.03182102113234982,208864
2004,MI,Conditional Statistical Parity - Small,race,Hispanic,difference,0.07381610492023906,13092
2004,MN,Conditional Statistical Parity - Small,race,Asian,difference,0.05661971648953892,11350
2004,MN,Conditional Statistical Parity - Small,race,Black,difference,0.13296106350103265,11489
2004,MN,Conditional Statistical Parity - Small,sex,Female,difference,0.01476490536773388,89480
2004,MN,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0866033285312177,6530
2004,MO,Conditional Statistical Parity - Small,race,Asian,difference,0.00923102943312942,4428
2004,MO,Conditional Statistical Parity - Small,race,Black,difference,0.11982143927976996,40581
2004,MO,Conditional Statistical Parity - Small,sex,Female,difference,0.02772088916901385,104250
2004,MO,Conditional Statistical Parity - Small,race,Hispanic,difference,0.04356654268389656,4806
2004,MS,Conditional Statistical Parity - Small,race,Asian,difference,0.00739087827899985,1016
2004,MS,Conditional Statistical Parity - Small,race,Black,difference,0.1777861369696763,33411
2004,MS,Conditional Statistical Parity - Small,sex,Female,difference,0.05117935965692902,38436
2004,MS,Conditional Statistical Parity - Small,race,Hispanic,difference,0.09310519905571744,1031
2004,MT,Conditional Statistical Parity - Small,race,Asian,difference,-7.265540884982355e-5,202
2004,MT,Conditional Statistical Parity - Small,race,Black,difference,0.08802069019763833,104
2004,MT,Conditional Statistical Parity - Small,sex,Female,difference,0.02865648144364718,11069
2004,MT,Conditional Statistical Parity - Small,race,Hispanic,difference,0.06867886554896467,526
2004,NC,Conditional Statistical Parity - Small,race,Asian,difference,-0.00928579130876905,8109
2004,NC,Conditional Statistical Parity - Small,race,Black,difference,0.16871602147786932,78125
2004,NC,Conditional Statistical Parity - Small,sex,Female,difference,0.03374815676018597,138012
2004,NC,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0955911488931752,10603
2004,ND,Conditional Statistical Parity - Small,race,Asian,difference,0.11515283053904196,119
2004,ND,Conditional Statistical Parity - Small,race,Black,difference,0.13322718088433028,94
2004,ND,Conditional Statistical Parity - Small,sex,Female,difference,0.02050033594749923,4858
2004,ND,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0700953826818722,161
2004,NE,Conditional Statistical Parity - Small,race,Asian,difference,0.0120311684635363,1027
2004,NE,Conditional Statistical Parity - Small,race,Black,difference,0.1501739632389689,3022
2004,NE,Conditional Statistical Parity - Small,sex,Female,difference,0.03661539122841185,20806
2004,NE,Conditional Statistical Parity - Small,race,Hispanic,difference,0.06428233886738963,2806
2004,NH,Conditional Statistical Parity - Small,race,Asian,difference,-0.02744863225715226,1182
2004,NH,Conditional Statistical Parity - Small,race,Black,difference,0.08527154676870516,744
2004,NH,Conditional Statistical Parity - Small,sex,Female,difference,0.01794179291135166,22515
2004,NH,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05984417076495274,1044
2004,NJ,Conditional Statistical Parity - Small,race,Asian,difference,0.01328603198327808,29978
2004,NJ,Conditional Statistical Parity - Small,race,Black,difference,0.1309877534067893,50360
2004,NJ,Conditional Statistical Parity - Small,sex,Female,difference,0.01722967031793592,130741
2004,NJ,Conditional Statistical Parity - Small,race,Hispanic,difference,0.06611711854155669,35953
2004,NM,Conditional Statistical Parity - Small,race,Asian,difference,0.01210188823539396,1342
2004,NM,Conditional Statistical Parity - Small,race,Black,difference,0.12847857409194136,1698
2004,NM,Conditional Statistical Parity - Small,sex,Female,difference,0.00862554966139754,25603
2004,NM,Conditional Statistical Parity - Small,race,Hispanic,difference,0.07922766477557493,23029
2004,NV,Conditional Statistical Parity - Small,race,Asian,difference,0.02467564667265591,25188
2004,NV,Conditional Statistical Parity - Small,race,Black,difference,0.07325258686820589,14358
2004,NV,Conditional Statistical Parity - Small,sex,Female,difference,0.00571126008518349,73776
2004,NV,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05029295677258241,25204
2004,NY,Conditional Statistical Parity - Small,race,Asian,difference,0.00488906681142533,33430
2004,NY,Conditional Statistical Parity - Small,race,Black,difference,0.07296356390204682,83128
2004,NY,Conditional Statistical Parity - Small,sex,Female,difference,0.01292109027726057,202212
2004,NY,Conditional Statistical Parity - Small,race,Hispanic,difference,0.03800504837289019,36939
2004,OH,Conditional Statistical Parity - Small,race,Asian,difference,-0.01376302246931001,8258
2004,OH,Conditional Statistical Parity - Small,race,Black,difference,0.10871751577712416,72136
2004,OH,Conditional Statistical Parity - Small,sex,Female,difference,0.02745070390577586,202566
2004,OH,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05908865157815931,7928
2004,OK,Conditional Statistical Parity - Small,race,Asian,difference,-0.04078403076378827,2578
2004,OK,Conditional Statistical Parity - Small,race,Black,difference,0.11848966783210547,11519
2004,OK,Conditional Statistical Parity - Small,sex,Female,difference,0.0298940179503281,45058
2004,OK,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0645512198708672,5018
2004,OR,Conditional Statistical Parity - Small,race,Asian,difference,-0.01610893146716436,6718
2004,OR,Conditional Statistical Parity - Small,race,Black,difference,0.08881142043671396,2950
2004,OR,Conditional Statistical Parity - Small,sex,Female,difference,0.00869671790969109,59151
2004,OR,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08641127823852533,7483
2004,PA,Conditional Statistical Parity - Small,race,Asian,difference,0.00576662885794871,14819
2004,PA,Conditional Statistical Parity - Small,race,Black,difference,0.16575451898684349,49600
2004,PA,Conditional Statistical Parity - Small,sex,Female,difference,0.02697889589463185,181211
2004,PA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08935990866745092,13366
2004,RI,Conditional Statistical Parity - Small,race,Asian,difference,0.05338877351313838,1272
2004,RI,Conditional Statistical Parity - Small,race,Black,difference,0.09306744081858076,3438
2004,RI,Conditional Statistical Parity - Small,sex,Female,difference,0.0061668512922858,20437
2004,RI,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08704362721868474,3949
2004,SC,Conditional Statistical Parity - Small,race,Asian,difference,0.01777114630572411,2417
2004,SC,Conditional Statistical Parity - Small,race,Black,difference,0.19790777833492365,45647
2004,SC,Conditional Statistical Parity - Small,sex,Female,difference,0.04100176589578742,73673
2004,SC,Conditional Statistical Parity - Small,race,Hispanic,difference,0.09027567574166702,3259
2004,SD,Conditional Statistical Parity - Small,race,Asian,difference,0.01397107439396991,199
2004,SD,Conditional Statistical Parity - Small,race,Black,difference,0.12906820705060998,167
2004,SD,Conditional Statistical Parity - Small,sex,Female,difference,0.04110850318031209,7858
2004,SD,Conditional Statistical Parity - Small,race,Hispanic,difference,0.1072014147008878,315
2004,TN,Conditional Statistical Parity - Small,race,Asian,difference,-0.00708800120748981,3596
2004,TN,Conditional Statistical Parity - Small,race,Black,difference,0.10674758021543394,51926
2004,TN,Conditional Statistical Parity - Small,sex,Female,difference,0.0339015481301704,105072
2004,TN,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05880961168607516,4806
2004,TX,Conditional Statistical Parity - Small,race,Asian,difference,-0.02017855122219696,37228
2004,TX,Conditional Statistical Parity - Small,race,Black,difference,0.14360686714999113,115570
2004,TX,Conditional Statistical Parity - Small,sex,Female,difference,0.02090257663182533,291876
2004,TX,Conditional Statistical Parity - Small,race,Hispanic,difference,0.10140040482754918,189367
2004,U.S.,Conditional Statistical Parity - Small,race,Asian,difference,-0.00143342394865557,764778
2004,U.S.,Conditional Statistical Parity - Small,race,Black,difference,0.12690219051663731,1811967
2004,U.S.,Conditional Statistical Parity - Small,sex,Female,difference,0.02034966731507416,4967740
2004,U.S.,Conditional Statistical Parity - Small,race,Hispanic,difference,0.0601794974651898,1346925
2004,UT,Conditional Statistical Parity - Small,race,Asian,difference,0.01046787728140776,2304
2004,UT,Conditional Statistical Parity - Small,race,Black,difference,0.08533232733815425,965
2004,UT,Conditional Statistical Parity - Small,sex,Female,difference,0.00553959415396809,35059
2004,UT,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08732436212247051,7680
2004,VA,Conditional Statistical Parity - Small,race,Asian,difference,0.01386318387641046,31030
2004,VA,Conditional Statistical Parity - Small,race,Black,difference,0.12586622930354738,82013
2004,VA,Conditional Statistical Parity - Small,sex,Female,difference,0.02595306207532666,145059
2004,VA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.03275729492182685,21830
2004,VT,Conditional Statistical Parity - Small,race,Asian,difference,-0.01680350508632377,248
2004,VT,Conditional Statistical Parity - Small,race,Black,difference,0.11579093739412372,139
2004,VT,Conditional Statistical Parity - Small,sex,Female,difference,0.0013158569470135,8446
2004,VT,Conditional Statistical Parity - Small,race,Hispanic,difference,0.05261680833463249,227
2004,WA,Conditional Statistical Parity - Small,race,Asian,difference,0.00607039285219217,25510
2004,WA,Conditional Statistical Parity - Small,race,Black,difference,0.11207362565402956,12044
2004,WA,Conditional Statistical Parity - Small,sex,Female,difference,0.00772951977671549,107749
2004,WA,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08104914079475674,14014
2004,WI,Conditional Statistical Parity - Small,race,Asian,difference,0.04571730415854817,5189
2004,WI,Conditional Statistical Parity - Small,race,Black,difference,0.14817859597033806,16526
2004,WI,Conditional Statistical Parity - Small,sex,Female,difference,0.0375195124721562,83045
2004,WI,Conditional Statistical Parity - Small,race,Hispanic,difference,0.08391810878382654,8296
2004,WV,Conditional Statistical Parity - Small,race,Asian,difference,0.01266240863148584,472
2004,WV,Conditional Statistical Parity - Small,race,Black,difference,0.07745133185510032,1898
2004,WV,Conditional Statistical Parity - Small,sex,Female,difference,0.04174690199115559,21902
2004,WV,Conditional Statistical Parity - Small,race,Hispanic,difference,0.1292337131774489,750
2004,WY,Conditional Statistical Parity - Small,race,Asian,difference,-0.06573045274568587,135
2004,WY,Conditional Statistical Parity - Small,race,Black,difference,0.0876749484779123,177
2004,WY,Conditional Statistical Parity - Small,sex,Female,difference,0.01722822910394372,6633
2004,WY,Conditional Statistical Parity - Small,race,Hispanic,difference,0.03258171140983636,892
2004,AK,Predictive Parity,race,Asian,difference,-0.00530027920620615,208
2004,AK,Predictive Parity,race,Black,difference,0.02241235368935357,123
2004,AK,Predictive Parity,sex,Female,difference,1.3329191519818e-4,1236
2004,AK,Predictive Parity,race,Hispanic,difference,-0.00217146357739052,126
2004,AK,Predictive Parity,sex,Male,difference,NA,3563
2004,AK,Predictive Parity,race,White,difference,NA,4353
2004,AL,Predictive Parity,race,Asian,difference,-0.02848059686407468,159
2004,AL,Predictive Parity,race,Black,difference,0.04674102935346286,2515
2004,AL,Predictive Parity,sex,Female,difference,0.0182989863942859,4566
2004,AL,Predictive Parity,race,Hispanic,difference,0.00137467327307769,166
2004,AL,Predictive Parity,sex,Male,difference,NA,11933
2004,AL,Predictive Parity,race,White,difference,NA,13690
2004,AR,Predictive Parity,race,Asian,difference,-0.02285992217898832,157
2004,AR,Predictive Parity,race,Black,difference,0.02491423634435586,921
2004,AR,Predictive Parity,sex,Female,difference,0.01091879972327914,2891
2004,AR,Predictive Parity,race,Hispanic,difference,-0.01730436662343277,360
2004,AR,Predictive Parity,sex,Male,difference,NA,8800
2004,AR,Predictive Parity,race,White,difference,NA,10280
2004,AZ,Predictive Parity,race,Asian,difference,-0.00240300746633172,1088
2004,AZ,Predictive Parity,race,Black,difference,0.01629188659867682,894
2004,AZ,Predictive Parity,sex,Female,difference,0.00285816999260365,11373
2004,AZ,Predictive Parity,race,Hispanic,difference,0.00932725982546584,4868
2004,AZ,Predictive Parity,sex,Male,difference,NA,29075
2004,AZ,Predictive Parity,race,White,difference,NA,33720
2004,CA,Predictive Parity,race,Asian,difference,-0.00139579725915954,26303
2004,CA,Predictive Parity,race,Black,difference,0.00359322830861842,7988
2004,CA,Predictive Parity,sex,Female,difference,2.465404926761e-4,50898
2004,CA,Predictive Parity,race,Hispanic,difference,0.00172604629039508,32525
2004,CA,Predictive Parity,sex,Male,difference,NA,133628
2004,CA,Predictive Parity,race,White,difference,NA,118291
2004,CO,Predictive Parity,race,Asian,difference,8.2399807363623e-4,611
2004,CO,Predictive Parity,race,Black,difference,0.03563490000136833,668
2004,CO,Predictive Parity,sex,Female,difference,0.00194969487039918,8796
2004,CO,Predictive Parity,race,Hispanic,difference,0.03888278211732075,2170
2004,CO,Predictive Parity,sex,Male,difference,NA,23041
2004,CO,Predictive Parity,race,White,difference,NA,28445
2004,CT,Predictive Parity,race,Asian,difference,-0.00188907279678889,577
2004,CT,Predictive Parity,race,Black,difference,0.01873411886691675,1195
2004,CT,Predictive Parity,sex,Female,difference,0.00262324650269606,6039
2004,CT,Predictive Parity,race,Hispanic,difference,0.00666932677897858,987
2004,CT,Predictive Parity,sex,Male,difference,NA,12679
2004,CT,Predictive Parity,race,White,difference,NA,16012
2004,DC,Predictive Parity,race,Asian,difference,-0.00320341697810998,126
2004,DC,Predictive Parity,race,Black,difference,0.01494069914423319,1929
2004,DC,Predictive Parity,sex,Female,difference,0.00283992641740825,1888
2004,DC,Predictive Parity,race,Hispanic,difference,-0.00320341697810998,137
2004,DC,Predictive Parity,sex,Male,difference,NA,2156
2004,DC,Predictive Parity,race,White,difference,NA,1873
2004,DE,Predictive Parity,race,Asian,difference,-0.00977533870691133,163
2004,DE,Predictive Parity,race,Black,difference,0.03114537740562063,782
2004,DE,Predictive Parity,sex,Female,difference,0.00233526500944438,2047
2004,DE,Predictive Parity,race,Hispanic,difference,-0.00340591195531897,157
2004,DE,Predictive Parity,sex,Male,difference,NA,4870
2004,DE,Predictive Parity,race,White,difference,NA,5831
2004,FL,Predictive Parity,race,Asian,difference,-0.00402710169665752,3003
2004,FL,Predictive Parity,race,Black,difference,0.02181558986841363,9531
2004,FL,Predictive Parity,sex,Female,difference,0.00181809673641636,38625
2004,FL,Predictive Parity,race,Hispanic,difference,0.004185938700829,17089
2004,FL,Predictive Parity,sex,Male,difference,NA,79670
2004,FL,Predictive Parity,race,White,difference,NA,88953
2004,GA,Predictive Parity,race,Asian,difference,-0.0097327905401406,1518
2004,GA,Predictive Parity,race,Black,difference,0.05426117661297589,9521
2004,GA,Predictive Parity,sex,Female,difference,0.01306526351613811,14379
2004,GA,Predictive Parity,race,Hispanic,difference,0.01818016662639786,1557
2004,GA,Predictive Parity,sex,Male,difference,NA,31172
2004,GA,Predictive Parity,race,White,difference,NA,33055
2004,HI,Predictive Parity,race,Asian,difference,-4.9893036818218e-4,3785
2004,HI,Predictive Parity,race,Black,difference,0.01440598227108403,106
2004,HI,Predictive Parity,sex,Female,difference,0.00141519541874139,2042
2004,HI,Predictive Parity,race,Hispanic,difference,-0.00446194225721784,140
2004,HI,Predictive Parity,sex,Male,difference,NA,5791
2004,HI,Predictive Parity,race,White,difference,NA,3810
2004,IA,Predictive Parity,race,Asian,difference,-0.01100163870385121,212
2004,IA,Predictive Parity,race,Black,difference,0.0404781046157542,197
2004,IA,Predictive Parity,sex,Female,difference,0.01136711956340665,3914
2004,IA,Predictive Parity,race,Hispanic,difference,-0.00485927698046321,321
2004,IA,Predictive Parity,sex,Male,difference,NA,11656
2004,IA,Predictive Parity,race,White,difference,NA,14876
2004,ID,Predictive Parity,race,Asian,difference,-0.00570329141757713,147
2004,ID,Predictive Parity,race,Black,difference,0.08051724330794098,43
2004,ID,Predictive Parity,sex,Female,difference,0.00135192316043218,2921
2004,ID,Predictive Parity,race,Hispanic,difference,0.0075832732082732,448
2004,ID,Predictive Parity,sex,Male,difference,NA,10170
2004,ID,Predictive Parity,race,White,difference,NA,12474
2004,IL,Predictive Parity,race,Asian,difference,-0.01292919292274473,3073
2004,IL,Predictive Parity,race,Black,difference,0.04301205532115342,6116
2004,IL,Predictive Parity,sex,Female,difference,0.00423858245007924,17919
2004,IL,Predictive Parity,race,Hispanic,difference,0.00834656246934337,5652
2004,IL,Predictive Parity,sex,Male,difference,NA,47501
2004,IL,Predictive Parity,race,White,difference,NA,50672
2004,IN,Predictive Parity,race,Asian,difference,-0.02842797130826298,407
2004,IN,Predictive Parity,race,Black,difference,0.03574796670710703,1831
2004,IN,Predictive Parity,sex,Female,difference,0.01133690371464871,8449
2004,IN,Predictive Parity,race,Hispanic,difference,-0.01677391939305764,919
2004,IN,Predictive Parity,sex,Male,difference,NA,24275
2004,IN,Predictive Parity,race,White,difference,NA,29622
2004,KS,Predictive Parity,race,Asian,difference,-0.01522572953921111,354
2004,KS,Predictive Parity,race,Black,difference,0.01665843858422128,446
2004,KS,Predictive Parity,sex,Female,difference,0.0063498639500755,4025
2004,KS,Predictive Parity,race,Hispanic,difference,0.00511813799363702,694
2004,KS,Predictive Parity,sex,Male,difference,NA,11838
2004,KS,Predictive Parity,race,White,difference,NA,14388
2004,KY,Predictive Parity,race,Asian,difference,0.002416202091307,198
2004,KY,Predictive Parity,race,Black,difference,0.02646099787523322,1012
2004,KY,Predictive Parity,sex,Female,difference,0.0064639309788017,4330
2004,KY,Predictive Parity,race,Hispanic,difference,0.0056327248609024,179
2004,KY,Predictive Parity,sex,Male,difference,NA,11808
2004,KY,Predictive Parity,race,White,difference,NA,14774
2004,LA,Predictive Parity,race,Asian,difference,0.10105092217294782,268
2004,LA,Predictive Parity,race,Black,difference,0.18336830815046015,2473
2004,LA,Predictive Parity,sex,Female,difference,0.05417377928700157,4089
2004,LA,Predictive Parity,race,Hispanic,difference,0.08090166844160455,340
2004,LA,Predictive Parity,sex,Male,difference,NA,10221
2004,LA,Predictive Parity,race,White,difference,NA,11268
2004,MA,Predictive Parity,race,Asian,difference,-0.00254606980232078,1564
2004,MA,Predictive Parity,race,Black,difference,0.02404252444544697,1425
2004,MA,Predictive Parity,sex,Female,difference,0.00182102514431967,9856
2004,MA,Predictive Parity,race,Hispanic,difference,0.01553876277472438,1103
2004,MA,Predictive Parity,sex,Male,difference,NA,24011
2004,MA,Predictive Parity,race,White,difference,NA,29866
2004,MD,Predictive Parity,race,Asian,difference,-0.00316703831205377,2555
2004,MD,Predictive Parity,race,Black,difference,0.01456253391001711,11135
2004,MD,Predictive Parity,sex,Female,difference,0.00277324931523122,17299
2004,MD,Predictive Parity,race,Hispanic,difference,-0.00318229715932415,2052
2004,MD,Predictive Parity,sex,Male,difference,NA,35485
2004,MD,Predictive Parity,race,White,difference,NA,37142
2004,ME,Predictive Parity,race,Asian,difference,-0.01864839018170226,43
2004,ME,Predictive Parity,race,Black,difference,-0.01864839018170226,32
2004,ME,Predictive Parity,sex,Female,difference,0.0063224156527992,1812
2004,ME,Predictive Parity,race,Hispanic,difference,0.0230182764849644,48
2004,ME,Predictive Parity,sex,Male,difference,NA,4568
2004,ME,Predictive Parity,race,White,difference,NA,6274
2004,MI,Predictive Parity,race,Asian,difference,-0.01988814967882397,934
2004,MI,Predictive Parity,race,Black,difference,0.08556051316367122,3014
2004,MI,Predictive Parity,sex,Female,difference,0.01954634586125735,10751
2004,MI,Predictive Parity,race,Hispanic,difference,0.02826499455106845,681
2004,MI,Predictive Parity,sex,Male,difference,NA,30792
2004,MI,Predictive Parity,race,White,difference,NA,37044
2004,MN,Predictive Parity,race,Asian,difference,0.00150630418365162,1028
2004,MN,Predictive Parity,race,Black,difference,0.02813350248776721,558
2004,MN,Predictive Parity,sex,Female,difference,0.00442986512478275,10089
2004,MN,Predictive Parity,race,Hispanic,difference,0.01418759176766294,550
2004,MN,Predictive Parity,sex,Male,difference,NA,28516
2004,MN,Predictive Parity,race,White,difference,NA,36530
2004,MO,Predictive Parity,race,Asian,difference,-0.00868450489283327,508
2004,MO,Predictive Parity,race,Black,difference,0.04158780481845281,2400
2004,MO,Predictive Parity,sex,Female,difference,0.00598210884863832,10370
2004,MO,Predictive Parity,race,Hispanic,difference,0.00907933285295682,541
2004,MO,Predictive Parity,sex,Male,difference,NA,27097
2004,MO,Predictive Parity,race,White,difference,NA,34105
2004,MS,Predictive Parity,race,Asian,difference,0.01427457642159441,79
2004,MS,Predictive Parity,race,Black,difference,0.05103545729553233,1241
2004,MS,Predictive Parity,sex,Female,difference,0.02093640001928733,2015
2004,MS,Predictive Parity,race,Hispanic,difference,-0.01825412537410767,86
2004,MS,Predictive Parity,sex,Male,difference,NA,5352
2004,MS,Predictive Parity,race,White,difference,NA,5991
